Winner,HeightDif,ReachDif,AgeDif,WinStreakDif,LossDif,SigStrDif,AvgTDDif,BlueAvgSigStrLanded,RedAvgSigStrLanded,BlueAvgSigStrPct,RedAvgSigStrPct,BlueAvgTDLanded,RedAvgTDLanded,BlueAvgTDPct,RedAvgTDPct,BlueAvgSubAtt,RedAvgSubAtt,TotalRoundDif,TotalTitleBoutDif,BlueWins,RedWins,BlueLosses,RedLosses,RedStance,BlueStance,RedOdds,BlueOdds,RedWeightLbs,BlueWeightLbs,RMatchWCRank,BMatchWCRank
Red,5.08,2.54,6,0,-2,-1.53,2.11,2.22,3.75,0.41,0.54,2.9,0.79,0.46,1.0,0.5,0.0,5,0,1,0,2,0,Orthodox,Southpaw,-145.0,125.0,145,145,,
Red,-10.16,-5.08,-7,0,-1,-2.59,1.46,2.29,4.88,0.4,0.45,1.85,0.39,0.3,0.22,0.5,0.0,7,-1,7,3,4,3,Orthodox,Orthodox,-190.0,165.0,205,205,7.0,9.0
Red,0.0,7.62,0,0,-1,1.28,-4.01,3.19,1.91,0.55,0.46,0.76,4.77,0.5,0.42,1.9,1.6,6,0,2,0,1,0,Orthodox,Southpaw,-225.0,185.0,185,185,,
Red,7.62,7.62,1,0,1,-0.52,-1.82,3.41,3.93,0.39,0.39,2.74,4.56,0.66,0.45,1.4,0.2,-16,0,1,5,1,2,Orthodox,Orthodox,-165.0,145.0,145,145,,
Red,-5.08,-2.54,-2,0,3,0.53,-2.1,3.62,3.09,0.42,0.43,0.33,2.43,0.33,0.38,0.0,0.7,-18,0,2,8,0,3,Orthodox,Orthodox,120.0,-140.0,155,170,,
Red,-2.54,-7.62,-1,0,0,-2.72,-1.32,2.4,5.12,0.25,0.49,0.0,1.32,0.0,0.6,0.0,0.9,0,0,0,0,0,0,Orthodox,Orthodox,-470.0,375.0,245,262,,
Blue,12.7,12.7,-3,1,4,1.56,-0.19,5.6,4.04,0.5,0.47,0.48,0.67,0.33,0.14,0.2,0.1,-23,0,1,6,0,4,Orthodox,Orthodox,-160.0,140.0,115,115,8.0,
Red,7.62,5.08,4,-1,-1,1.36,-2.26,4.59,3.23,0.43,0.52,0.46,2.72,0.2,0.41,0.5,1.6,0,0,0,1,1,0,Orthodox,Orthodox,100.0,-120.0,125,125,7.0,13.0
Blue,5.08,-12.7,-1,0,-1,0.68,-3.62,3.65,2.97,0.55,0.47,0.38,4.0,0.33,0.5,0.0,0.0,2,0,1,1,1,0,Orthodox,Orthodox,-175.0,155.0,135,135,,
Blue,0.0,5.08,10,0,-1,-0.25,2.59,1.08,1.33,0.43,0.47,2.59,0.0,0.57,0.0,0.0,0.0,2,0,0,0,1,0,Southpaw,Orthodox,240.0,-280.0,155,155,,
Red,2.54,7.62,-4,0,1,1.99,0.49,3.89,1.9,0.41,0.45,1.29,0.8,0.37,1.0,1.3,0.8,-1,0,1,0,2,3,Southpaw,Orthodox,-130.0,110.0,125,115,,
Red,0.0,5.08,-6,-6,-11,-0.6,-4.2,3.57,4.17,0.45,0.37,0.71,4.91,0.66,0.51,0.0,0.2,55,4,19,9,12,1,Orthodox,Southpaw,-300.0,250.0,170,170,2.0,10.0
Red,-2.54,-2.54,-2,0,-1,-0.33,1.62,2.45,2.78,0.33,0.4,3.39,1.77,0.38,0.42,0.7,2.0,10,0,17,19,13,12,Southpaw,Orthodox,-140.0,130.0,155,155,,
Blue,5.08,7.62,7,1,0,1.33,0.05,5.25,3.92,0.47,0.37,0.29,0.24,0.25,0.5,0.0,0.7,-4,0,2,4,1,1,Southpaw,Southpaw,315.0,-380.0,155,155,,
Blue,2.54,7.62,-4,0,-2,-0.88,1.09,2.73,3.61,0.42,0.56,2.56,1.47,0.41,1.0,1.8,0.2,4,0,4,2,3,1,Orthodox,Southpaw,-170.0,150.0,185,185,,
Red,5.08,2.54,5,0,0,-1.52,-1.1,2.84,4.36,0.41,0.5,1.27,2.37,0.53,0.58,0.0,0.2,-10,0,3,5,3,3,Orthodox,Orthodox,-390.0,320.0,155,155,,
Blue,12.7,17.78,0,0,0,1.96,-3.42,4.57,2.61,0.39,0.45,0.0,3.42,0.0,0.5,0.0,0.0,-1,0,0,0,1,1,Orthodox,Southpaw,-120.0,100.0,205,205,,
Red,-10.16,-5.08,-2,0,0,0.38,-1.5,2.6,2.22,0.46,0.43,0.0,1.5,0.0,0.38,0.0,2.7,-4,0,0,4,2,2,Switch,Orthodox,100.0,-120.0,170,170,,
Red,0.0,0.0,9,0,-2,-0.75,-0.51,4.15,4.9,0.36,0.57,0.16,0.67,0.12,1.0,0.6,1.0,9,0,2,1,3,1,Southpaw,Orthodox,-160.0,140.0,125,125,15.0,
Blue,5.08,2.54,0,2,-2,-0.52,-0.21,3.73,4.25,0.35,0.55,0.64,0.85,0.33,0.2,1.6,0.4,6,0,3,1,2,0,Orthodox,Orthodox,-155.0,145.0,125,125,8.0,14.0
Red,2.54,5.08,3,1,3,-0.78,0.65,2.98,3.76,0.35,0.38,1.68,1.03,0.41,0.32,0.3,0.0,-11,0,2,2,1,4,Orthodox,Orthodox,180.0,-220.0,125,125,9.0,10.0
Red,2.54,5.08,1,-4,0,-2.03,-3.32,0.77,2.8,0.33,0.51,0.0,3.32,0.0,0.33,0.0,2.1,-11,0,0,4,0,0,Southpaw,Orthodox,-550.0,425.0,170,170,,
Red,-7.62,-17.78,0,0,0,3.06,0.0,6.53,3.47,0.46,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,Orthodox,Orthodox,-105.0,-115.0,125,125,,
Red,-12.7,-2.54,-10,1,-2,-3.06,2.1,3.6,6.66,0.4,0.44,2.34,0.24,0.31,0.83,0.3,0.4,28,3,17,16,6,4,Orthodox,Orthodox,-335.0,275.0,145,145,0.0,4.0
Red,-5.08,0.0,6,1,1,-4.02,0.16,3.26,7.28,0.51,0.52,0.82,0.66,0.1,0.55,0.8,0.4,-26,-4,1,11,0,1,Orthodox,Orthodox,-380.0,315.0,145,145,,
Red,2.54,2.54,-1,-2,-2,-2.98,0.23,3.06,6.04,0.34,0.49,1.08,0.85,0.23,0.5,1.3,0.4,6,0,5,3,2,0,Southpaw,Orthodox,-335.0,275.0,170,170,,
Blue,-5.08,5.08,8,0,3,-0.48,-0.86,2.0,2.48,0.4,0.51,1.5,2.36,0.13,0.33,0.0,0.5,-26,0,0,7,1,4,Southpaw,Orthodox,145.0,-165.0,155,155,,
Blue,0.0,7.62,0,1,-3,-0.69,1.06,2.84,3.53,0.44,0.43,1.39,0.33,0.4,0.16,0.1,0.0,26,0,7,0,4,1,Orthodox,Southpaw,145.0,-165.0,185,185,,
Blue,-5.08,0.0,2,1,5,0.24,1.83,4.51,4.27,0.47,0.46,2.57,0.74,0.58,0.33,0.0,0.8,-31,-1,1,8,0,5,Orthodox,Orthodox,165.0,-190.0,125,125,8.0,
Red,0.0,-7.62,4,-2,1,-2.52,0.0,2.76,5.28,0.49,0.46,0.0,0.0,0.0,0.0,0.0,0.0,-7,0,0,2,0,1,Orthodox,Orthodox,-440.0,350.0,145,145,,
Red,15.24,20.32,7,0,0,0.67,-1.39,3.33,2.66,0.42,0.37,0.69,2.08,0.5,0.33,0.0,1.0,-3,0,0,1,1,1,Southpaw,Orthodox,120.0,-140.0,145,145,,
Blue,0.0,2.54,-2,-3,0,-2.14,0.68,2.44,4.58,0.52,0.47,1.78,1.1,0.47,0.35,2.4,1.3,-2,0,4,5,1,1,Orthodox,Orthodox,-140.0,120.0,125,125,3.0,4.0
Red,2.54,15.24,-8,-1,0,2.34,-3.44,4.52,2.18,0.52,0.5,0.0,3.44,0.0,0.47,0.0,1.3,-3,0,0,3,1,1,Orthodox,Southpaw,-150.0,130.0,125,125,,
Red,5.08,12.7,0,0,5,-0.92,0.3,1.41,2.33,0.35,0.42,1.32,1.02,0.2,0.42,0.0,1.0,-26,0,0,7,1,6,Southpaw,Orthodox,-140.0,120.0,170,170,,
Blue,15.24,10.16,7,6,7,-0.94,-0.43,2.53,3.47,0.47,0.45,1.39,1.82,0.31,0.39,0.4,0.6,-45,-3,9,18,2,9,Southpaw,Southpaw,-110.0,-110.0,170,170,4.0,12.0
Blue,7.62,-7.62,6,1,-3,-0.12,-2.66,2.96,3.08,0.38,0.5,0.35,3.01,0.33,0.46,0.2,2.8,8,0,5,6,6,3,Orthodox,Southpaw,130.0,-150.0,240,250,9.0,14.0
Red,0.0,0.0,3,-1,0,2.32,0.91,7.09,4.77,0.55,0.49,0.91,0.0,0.66,0.0,0.0,0.0,3,0,1,1,1,1,Orthodox,Orthodox,-105.0,-115.0,265,265,,
Blue,-7.62,-2.54,3,0,-1,0.6,0.14,4.73,4.13,0.44,0.39,0.4,0.26,0.33,0.33,0.4,0.7,-2,0,7,9,4,3,Orthodox,Switch,105.0,-125.0,155,155,15.0,
Red,0.0,-5.08,-4,1,-4,0.02,-0.44,3.09,3.07,0.44,0.41,1.08,1.52,0.45,0.3,0.5,0.0,38,0,13,2,5,1,Orthodox,Southpaw,-250.0,210.0,155,155,13.0,
Red,2.54,2.54,3,0,10,-0.21,0.14,3.34,3.55,0.42,0.44,0.66,0.52,0.33,0.36,0.3,0.3,-33,-5,13,18,6,16,Orthodox,Orthodox,155.0,-175.0,240,265,,
Red,0.0,-7.62,2,0,8,0.67,1.49,4.65,3.98,0.35,0.48,2.02,0.53,0.28,0.75,0.4,0.8,-43,0,1,9,2,10,Southpaw,Orthodox,-115.0,-105.0,145,145,,
Red,5.08,2.54,-1,3,2,2.84,-0.85,6.16,3.32,0.38,0.46,0.28,1.13,0.5,0.27,0.1,0.8,-14,-1,3,6,2,4,Orthodox,Orthodox,115.0,-135.0,135,135,6.0,10.0
Blue,-5.08,-2.54,7,0,6,-1.03,0.58,2.02,3.05,0.39,0.44,0.67,0.09,0.2,0.16,0.0,0.1,-32,0,0,10,1,7,Southpaw,Orthodox,145.0,-165.0,205,205,,
Blue,-7.62,-12.7,6,0,4,0.99,-1.2,4.05,3.06,0.38,0.31,0.25,1.45,0.5,0.21,0.0,0.1,-14,-1,1,2,1,5,Orthodox,Orthodox,110.0,-130.0,125,125,5.0,6.0
Red,5.08,20.32,1,0,4,-0.73,-2.66,0.53,1.26,0.5,0.49,1.0,3.66,0.16,0.5,0.0,1.2,-27,-1,0,5,0,4,Orthodox,Orthodox,-185.0,160.0,135,135,,
Red,-7.62,0.0,0,0,0,-1.09,0.9,5.1,6.19,0.36,0.45,1.5,0.6,0.25,0.33,0.0,0.0,2,0,0,0,1,1,Switch,Orthodox,150.0,-170.0,135,135,,
Blue,-10.16,-10.16,-6,0,-1,-0.91,0.0,1.13,2.04,0.42,0.5,2.0,2.0,0.25,0.42,1.0,1.3,3,0,0,0,1,0,Southpaw,Orthodox,-400.0,325.0,135,135,,
Red,-7.62,-12.7,11,-1,2,2.5,2.45,5.22,2.72,0.55,0.47,2.45,0.0,0.75,0.0,1.2,0.2,-16,-1,3,7,0,2,Orthodox,Orthodox,100.0,-120.0,135,135,,4.0
Red,0.0,5.08,14,2,9,0.31,4.99,2.96,2.65,0.4,0.4,6.53,1.54,0.49,0.3,0.2,0.8,-69,-4,3,19,0,9,Orthodox,Orthodox,320.0,-355.0,135,135,,15.0
Red,5.08,0.0,6,1,1,-1.04,1.82,2.59,3.63,0.41,0.36,3.32,1.5,0.47,0.45,0.5,0.2,-2,0,6,5,1,2,Orthodox,Orthodox,150.0,-170.0,145,145,10.0,12.0
Red,-2.54,-5.08,6,0,2,-0.73,1.93,2.43,3.16,0.42,0.52,3.0,1.07,0.37,0.57,1.0,0.8,-6,0,0,0,0,2,Southpaw,Orthodox,-220.0,180.0,185,185,,
Red,2.54,10.16,-9,0,-3,-2.15,1.26,1.9,4.05,0.42,0.41,2.69,1.43,0.53,0.45,0.5,0.6,18,0,9,2,5,2,Southpaw,Southpaw,-220.0,180.0,185,185,,
Red,-7.62,-5.08,1,-1,3,-1.0,-2.49,3.0,4.0,0.42,0.37,0.0,2.49,0.0,0.45,0.0,0.2,-18,0,2,7,2,5,Orthodox,Orthodox,-160.0,140.0,145,145,,
Red,-2.54,-10.16,-1,1,1,2.64,-0.35,5.6,2.96,0.41,0.51,2.25,2.6,0.54,0.52,0.4,0.9,-5,1,1,4,0,1,Orthodox,Southpaw,-250.0,210.0,135,135,,
Blue,0.0,-2.54,1,3,6,-0.95,-2.21,2.32,3.27,0.43,0.36,0.31,2.52,0.16,0.35,0.9,1.3,-44,0,3,14,0,6,Orthodox,Orthodox,-115.0,-105.0,145,145,,
Blue,5.08,-5.08,1,-1,-1,1.31,0.26,3.67,2.36,0.47,0.33,0.51,0.25,0.28,0.2,0.0,1.0,0,0,1,2,1,0,Orthodox,Southpaw,-220.0,180.0,135,135,,
Blue,-7.62,-2.54,3,-2,0,3.01,-0.35,4.8,1.79,0.38,0.37,3.0,3.35,0.75,0.5,0.0,1.9,-4,0,0,1,0,0,Orthodox,Southpaw,-115.0,-105.0,115,115,,
Red,-7.62,-7.62,-3,1,0,0.35,0.0,4.84,4.49,0.39,0.44,0.0,0.0,0.0,0.0,0.0,0.3,2,0,1,1,1,1,Switch,Orthodox,-105.0,-105.0,135,135,,
Red,-5.08,-20.32,-4,-11,-4,0.14,-1.02,4.44,4.3,0.47,0.57,0.83,1.85,0.4,0.44,0.1,0.4,-31,-13,13,18,5,1,Orthodox,Orthodox,-670.0,485.0,205,205,0.0,3.0
Red,0.0,0.0,-6,-7,-2,-1.59,-1.83,2.75,4.34,0.35,0.49,0.5,2.33,0.27,0.47,0.1,0.7,8,-1,5,11,4,2,Orthodox,Southpaw,-360.0,300.0,135,135,0.0,2.0
Red,0.0,-2.54,0,0,7,-0.69,2.63,3.64,4.33,0.49,0.47,4.33,1.7,0.55,0.59,0.9,0.4,-60,0,1,15,0,7,Orthodox,Orthodox,180.0,-220.0,170,170,4.0,5.0
Red,2.54,-2.54,2,0,2,0.73,-0.49,4.18,3.45,0.48,0.48,0.67,1.16,0.3,0.52,1.1,0.3,5,3,15,6,3,5,Orthodox,Southpaw,220.0,-260.0,205,205,6.0,
Blue,7.62,7.62,6,-1,7,-0.66,2.27,2.07,2.73,0.39,0.38,3.84,1.57,0.51,0.24,1.1,0.9,-56,-1,8,21,4,11,Southpaw,Southpaw,315.0,-380.0,170,170,,
Blue,-2.54,-7.62,2,5,7,-0.25,-0.28,3.19,3.44,0.41,0.33,1.36,1.64,0.52,0.41,0.5,0.2,-59,-2,5,17,0,7,Orthodox,Southpaw,260.0,-320.0,145,145,,
Red,5.08,2.54,1,-3,4,-2.11,-0.05,1.32,3.43,0.34,0.47,0.71,0.76,0.5,0.38,0.0,1.4,-28,0,0,7,0,4,Switch,Orthodox,-470.0,375.0,135,135,,
Red,0.0,0.0,-3,1,-1,-0.16,-1.96,3.01,3.17,0.41,0.42,1.38,3.34,0.27,0.47,0.3,0.8,2,-1,5,5,5,4,Orthodox,Orthodox,-200.0,170.0,115,115,,14.0
Blue,5.08,0.0,8,3,2,0.02,0.45,3.54,3.52,0.38,0.35,0.97,0.52,1.0,0.2,0.7,0.1,-18,0,3,7,0,2,Orthodox,Orthodox,185.0,-225.0,135,135,14.0,
Red,-5.08,-2.54,-8,-1,-3,-1.47,-6.77,2.64,4.11,0.28,0.52,0.0,6.77,0.0,0.4,0.0,0.8,10,0,3,2,3,0,Orthodox,Orthodox,-570.0,480.0,185,185,,
Blue,10.16,2.54,0,0,-1,-2.3,-0.32,1.1,3.4,0.2,0.56,1.35,1.67,0.26,0.83,0.3,0.3,1,0,1,1,1,0,Orthodox,Southpaw,-570.0,435.0,170,170,,
Red,0.0,-5.08,4,0,-1,0.76,0.4,4.03,3.27,0.41,0.4,0.4,0.0,0.2,0.0,0.4,0.0,2,0,0,0,1,0,Orthodox,Orthodox,-250.0,210.0,135,135,,
Red,0.0,-15.24,-3,1,-2,2.51,0.33,4.66,2.15,0.48,0.37,0.33,0.0,0.55,0.0,0.1,0.5,30,4,15,8,4,2,Orthodox,Orthodox,-220.0,180.0,250,238,2.0,3.0
Blue,-2.54,-5.08,0,-2,-1,2.08,-0.42,3.46,1.38,0.33,0.38,1.53,1.95,0.31,0.39,0.6,0.6,31,2,20,9,5,4,Orthodox,Southpaw,105.0,-125.0,125,125,1.0,2.0
Red,-2.54,2.54,12,3,5,0.88,-1.81,2.7,1.82,0.36,0.43,0.68,2.49,0.25,0.25,1.1,1.0,-47,-2,8,20,4,9,Southpaw,Orthodox,-190.0,165.0,170,170,12.0,
Blue,-10.16,-2.54,-11,-2,-2,0.42,2.16,3.29,2.87,0.45,0.46,4.0,1.84,0.6,0.63,0.4,0.5,9,0,4,2,2,0,Orthodox,Orthodox,-245.0,205.0,155,155,,
Red,7.62,2.54,-4,0,3,1.49,-0.95,6.0,4.51,0.37,0.4,0.0,0.95,0.0,0.17,0.0,0.1,-15,0,4,7,2,5,Southpaw,Orthodox,-430.0,345.0,155,155,,
Red,7.62,0.0,0,0,-3,-2.74,1.65,2.33,5.07,0.48,0.48,1.65,0.0,0.21,0.0,1.5,0.0,12,0,3,1,3,0,Orthodox,Orthodox,-350.0,290.0,205,205,,
Red,-10.16,-12.7,-7,0,1,-0.24,-2.13,2.81,3.05,0.33,0.39,0.0,2.13,0.0,0.64,1.0,0.7,-10,0,0,3,0,1,Orthodox,Orthodox,-380.0,315.0,135,135,,
Red,7.62,2.54,2,0,3,-0.27,1.1,2.79,3.06,0.6,0.45,2.61,1.51,0.18,0.4,1.7,0.1,-20,0,0,3,1,4,Southpaw,Orthodox,-300.0,250.0,205,205,,
Red,7.62,12.7,-2,0,0,-3.59,-1.73,2.67,6.26,0.43,0.54,1.25,2.98,0.27,0.39,0.4,0.0,-4,0,0,2,2,2,Orthodox,Southpaw,-350.0,290.0,155,155,,
Red,17.78,7.62,-2,0,0,-0.64,-2.83,1.15,1.79,0.35,0.55,0.0,2.83,0.0,0.5,0.0,0.0,0,0,0,0,0,0,Orthodox,Orthodox,-420.0,335.0,205,205,,
Blue,-5.08,7.62,3,-2,1,1.45,1.53,4.29,2.84,0.38,0.31,2.71,1.18,0.57,0.66,1.4,0.6,-5,0,0,2,0,1,Orthodox,Orthodox,-175.0,155.0,115,115,,
Red,-10.16,-15.24,4,-2,-3,-0.21,1.54,3.98,4.19,0.51,0.44,1.54,0.0,0.37,0.0,0.0,0.5,3,0,1,2,3,0,Orthodox,Orthodox,-125.0,105.0,258,264,,
Blue,-10.16,0.0,-2,0,-2,-0.95,-0.38,4.58,5.53,0.41,0.46,0.78,1.16,0.41,0.54,0.6,0.4,5,1,4,5,4,2,Orthodox,Orthodox,-220.0,180.0,145,145,5.0,12.0
Blue,7.62,15.24,2,0,1,-2.24,0.69,3.41,5.65,0.47,0.48,0.95,0.26,0.46,0.33,0.6,0.3,-4,0,4,5,3,4,Southpaw,Orthodox,-235.0,195.0,170,170,,
Red,-7.62,-12.7,-2,0,0,-1.04,0.79,2.7,3.74,0.26,0.4,1.0,0.21,0.2,0.5,0.5,0.0,-3,0,0,1,1,1,Southpaw,Orthodox,-140.0,120.0,135,135,,
Red,2.54,-2.54,6,1,0,-3.1,0.82,2.3,5.4,0.33,0.48,2.22,1.4,0.33,0.38,1.9,0.6,0,0,3,2,0,0,Orthodox,Orthodox,-185.0,160.0,125,125,10.0,11.0
Red,-7.62,-17.78,-3,0,-1,-0.96,0.68,3.2,4.16,0.42,0.54,1.95,1.27,0.5,0.43,0.0,1.1,3,0,3,2,2,1,Orthodox,Orthodox,-230.0,190.0,185,185,,
Red,0.0,5.08,-3,-1,1,-0.11,-2.13,3.78,3.89,0.36,0.49,0.25,2.38,0.5,0.35,0.0,0.8,-2,0,2,3,0,1,Orthodox,Orthodox,120.0,-140.0,145,145,,
Red,-7.62,-7.62,1,-1,1,2.3,-1.33,5.4,3.1,0.44,0.42,0.0,1.33,0.0,0.38,0.3,0.5,-5,0,1,1,2,3,Southpaw,Orthodox,-140.0,120.0,115,115,,
Blue,12.7,17.78,10,0,4,0.52,-0.89,3.7,3.18,0.45,0.5,1.25,2.14,0.31,0.37,1.0,1.5,-26,0,2,10,1,5,Orthodox,Southpaw,315.0,-380.0,155,155,,
Blue,2.54,5.08,-2,0,1,0.77,-1.85,3.72,2.95,0.46,0.51,0.0,1.85,0.0,0.33,0.0,1.2,-1,0,1,1,0,1,Orthodox,Orthodox,190.0,-230.0,245,242,,
Blue,-5.08,-12.7,-4,1,0,3.11,2.26,6.49,3.38,0.49,0.31,2.59,0.33,0.33,1.0,0.9,0.3,2,0,1,0,1,1,Orthodox,Orthodox,-255.0,215.0,125,125,,
Red,17.78,7.62,-2,0,-4,-2.89,-1.69,3.71,6.6,0.45,0.47,1.31,3.0,0.2,0.33,1.0,0.0,9,0,2,0,4,0,Orthodox,Orthodox,-360.0,300.0,185,185,,
Red,5.08,7.62,1,0,1,-21.4,-1.7,22.6,44.0,0.466,0.466,0.2,1.9,0.1,0.458,0.4,0.1,-18,-3,4,8,1,2,Orthodox,Orthodox,145.0,-165.0,135,135,,1.0
Red,2.54,0.0,-1,1,-4,-8.1286,-1.9286,51.3,59.4286,0.399,0.576,0.5,2.4286,0.225,0.601,0.7,0.4286,4,-2,4,5,6,2,Southpaw,Orthodox,-1100.0,700.0,125,125,0.0,1.0
Red,5.08,-7.62,-1,-8,-7,-8.6925,0.2774,46.7742,55.4667,0.496,0.43,0.6774,0.4,0.295,0.277,0.3548,1.0,35,-1,23,14,8,1,Orthodox,Orthodox,-210.0,175.0,155,155,2.0,4.0
Blue,7.62,-2.54,3,4,2,24.5,0.625,70.25,45.75,0.55,0.366,1.25,0.625,0.288,0.104,0.25,0.0,-11,0,4,6,0,2,Orthodox,Switch,300.0,-360.0,135,135,7.0,9.0
Blue,-7.62,-5.08,-6,1,0,29.0,0.0,61.5,32.5,0.31,0.545,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,3,1,1,Southpaw,Southpaw,-160.0,140.0,264,250,11.0,13.0
Red,0.0,-5.08,-5,0,-2,32.4167,-4.1667,75.1667,42.75,0.47,0.638,0.3333,4.5,0.25,0.818,0.6667,0.5,10,-1,4,4,2,0,Southpaw,Orthodox,-750.0,525.0,115,115,2.0,3.0
Red,-2.54,-15.24,-3,0,-1,-10.75,-1.1667,41.5,52.25,0.499,0.49,0.5833,1.75,0.233,0.418,0.6667,0.75,-9,0,8,9,4,3,Orthodox,Orthodox,-160.0,140.0,135,135,3.0,4.0
Blue,5.08,5.08,8,0,2,-19.8056,0.1389,53.75,73.5556,0.503,0.38,0.25,0.1111,0.125,0.056,0.25,0.0,-15,-1,2,5,2,4,Orthodox,Orthodox,105.0,-125.0,115,115,10.0,13.0
Blue,7.62,2.54,6,0,4,23.9833,-0.5667,56.25,32.2667,0.42,0.478,0.5,1.0667,0.165,0.301,0.0,0.6667,-24,-1,3,10,1,5,Orthodox,Orthodox,155.0,-175.0,145,145,10.0,15.0
Red,-5.08,2.54,-5,-2,-6,-31.3667,0.3,74.3,105.6667,0.48,0.403,0.3,0.0,0.25,0.0,0.0,0.0,17,0,4,3,6,0,Orthodox,Orthodox,-220.0,180.0,115,115,,
Blue,-7.62,-12.7,0,0,-4,-43.8571,1.0,24.1429,68.0,0.454,0.43,1.0,0.0,0.241,0.0,0.0,0.0,11,0,2,0,5,1,Orthodox,Orthodox,-170.0,150.0,185,185,,
Red,0.0,-2.54,-1,0,7,-35.75,-0.1667,,35.75,0.37,0.257,,0.1667,,0.111,,0.0,-29,-1,0,5,0,7,Orthodox,Switch,-155.0,135.0,135,135,,
Red,-7.62,-7.62,-3,2,-1,0.2083,1.125,61.375,61.1667,0.536,0.295,1.125,0.0,0.26,0.0,0.5,0.1667,0,0,5,4,3,2,Orthodox,Orthodox,-105.0,-115.0,125,125,2.0,6.0
Blue,-2.54,-7.62,2,0,1,-11.0182,-0.8364,33.1818,44.2,0.507,0.385,0.3636,1.2,0.096,0.303,0.3636,0.3333,-11,-2,7,10,4,5,Orthodox,Orthodox,-320.0,260.0,205,205,2.0,4.0
Blue,7.62,-2.54,12,3,5,34.2424,0.7273,60.3333,26.0909,0.567,0.537,1.0,0.2727,0.25,0.091,0.0,0.1818,-14,0,3,6,0,5,Orthodox,Orthodox,215.0,-255.0,205,205,11.0,
Red,-5.08,-10.16,4,0,0,0.6,0.6,17.0,16.4,0.345,0.456,3.0,2.4,0.5,0.5,1.0,1.0,-8,0,1,4,1,1,Southpaw,Orthodox,-130.0,110.0,145,145,,
Blue,2.54,2.54,3,-1,-1,-15.0,0.8,19.8,34.8,0.342,0.498,1.2,0.4,0.3,0.132,0.2,0.2,-2,0,2,3,3,2,Orthodox,Orthodox,-165.0,145.0,155,155,,
Red,17.78,7.62,5,0,3,-41.0,-0.3333,,41.0,0.33,0.467,,0.3333,,0.333,,0.0,-8,0,0,0,0,3,Orthodox,Orthodox,110.0,-130.0,145,145,,
Blue,7.62,5.08,0,0,0,0.0,0.0,,,0.42,,,,,,,,0,0,0,0,0,0,Switch,Orthodox,135.0,-155.0,170,170,,
Blue,0.0,-12.7,0,0,-1,23.1,-0.1,43.6,20.5,0.562,0.465,0.4,0.5,0.228,0.125,0.2,0.0,9,-1,2,0,3,2,Orthodox,Orthodox,-400.0,325.0,135,135,12.0,13.0
Blue,5.08,12.7,-10,3,2,-15.0556,0.2778,25.1667,40.2222,0.41,0.45,0.8333,0.5556,0.357,0.231,0.3333,0.5556,-8,1,5,6,1,3,Southpaw,Orthodox,135.0,-155.0,155,155,,
Blue,10.16,17.78,5,0,1,60.8571,0.619,95.0,34.1429,0.47,0.317,1.3333,0.7143,0.4,0.151,0.0,0.0,-11,0,1,4,2,3,Southpaw,Orthodox,110.0,-130.0,155,170,,
Red,-5.08,-2.54,4,0,0,0.0,0.0,,,0.39,,,,,,,,0,0,0,0,0,0,Orthodox,Orthodox,-125.0,105.0,135,145,,
Blue,0.0,-2.54,-2,-1,-3,26.5,2.1667,35.5,9.0,0.587,0.56,2.1667,0.0,0.393,0.0,0.1667,0.0,12,0,3,1,3,0,Orthodox,Orthodox,-110.0,-110.0,205,205,,
Red,-7.62,-7.62,1,0,1,-38.0,0.0,,38.0,0.61,0.29,,0.0,,0.0,,0.0,-3,0,0,0,0,1,Orthodox,Southpaw,-105.0,-115.0,155,155,,
Red,2.54,17.78,8,0,5,1.1484,0.7692,49.0714,47.9231,0.45,0.453,2.5,1.7308,0.455,0.297,0.7857,0.6154,-38,-3,10,17,4,9,Southpaw,Orthodox,130.0,-150.0,170,170,3.0,
Blue,-7.62,-17.78,-1,-3,3,32.0,-1.7778,55.0,23.0,0.57,0.434,1.0,2.7778,0.14,0.483,2.0,0.6667,-18,-1,1,6,0,3,Orthodox,Orthodox,-160.0,140.0,185,185,12.0,
Blue,-15.24,-10.16,1,-1,1,-14.5,0.0,,14.5,0.51,0.385,,0.0,,0.0,,0.0,-4,0,0,1,0,1,Orthodox,Orthodox,-220.0,180.0,145,145,,
Red,-2.54,-7.62,-4,-4,2,-38.8,-0.6,,38.8,0.37,0.511,,0.6,,0.108,,0.6,-18,0,0,8,0,2,Orthodox,Orthodox,-1100.0,700.0,170,170,15.0,
Red,-5.08,-15.24,-5,-2,1,23.3439,1.6957,43.9091,20.5652,0.526,0.484,3.0,1.3043,0.315,0.478,1.0909,1.2609,17,0,14,14,8,9,Orthodox,Orthodox,-420.0,335.0,155,155,15.0,
Red,10.16,2.54,5,-3,1,-25.0,-1.75,,25.0,0.41,0.505,,1.75,,0.638,,0.75,-8,0,0,3,0,1,Orthodox,Orthodox,-550.0,425.0,155,155,,
Red,-5.08,2.54,-10,0,0,28.0,2.0,66.0,38.0,0.335,0.555,2.5,0.5,0.625,0.5,0.0,0.0,3,0,2,2,0,0,Orthodox,Orthodox,-260.0,220.0,135,135,6.0,15.0
